                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4694,                 4.2251,                   4.32,                0.00162,                0.36492,                0.00283,                0.00075,                 3.5647,                 4.4777,                 4.1591,                0.00052,                0.00052,                0.00052
